-0.02,72.9592625,-248.217998093
-0.0171428571429,73.59925,-248.218822176
-0.0142857142857,74.242975,-248.21952705
-0.0114285714286,74.8904375,-248.220112399
-0.00857142857143,75.54165625,-248.220581791
-0.00571428571429,76.1966375,-248.220939289
-0.00285714285714,76.85539375,-248.221184643
0.0,77.5179375,-248.221327541
0.00285714285714,78.184275,-248.221362754
0.00571428571429,78.854425,-248.221296066
0.00857142857143,79.5283875,-248.221132398
0.0114285714286,80.20618125,-248.220875369
0.0142857142857,80.88781875,-248.220519978
0.0171428571429,81.57330625,-248.220075574
0.02,82.26265625,-248.219545606
